"ARF5","UQCRC1"
"ARF5","MLF2"
"ARF5","PSMD8"
"ARF5","BCL7C"
"ARF5","ATP5D"
"ARF5","NDUFB7"
"ARF5","CDC34"
"ARF5","POLR2E"
"ARF5","MIF"
"ARF5","STUB1"
"ARF5","TBCB"
"ARF5","RABAC1"
"ARF5","TMEM147"
"ARF5","FKBP8"
"ARF5","PDAP1"
"ARF5","FIS1"
"ARF5","BCL7B"
"ARF5","YKT6"
"ARF5","ENSP00000225426"
"ARF5","PFN1"
"ARF5","SLC25A11"
"ARF5","RPS12"
"ARF5","SNX3"
"ARF5","EIF1B"
"ARF5","NRBP1"
"ARF5","SNX17"
"ARF5","ATP6V0B"
"ARF5","STX10"
"ARF5","RALY"
"ARF5","CAPNS1"
"ARF5","CANX"
"ARF5","AAMP"
"ARF5","ATP6V1F"
"ARF5","COPB1"
"ARF5","NEDD8"
"ARF5","ENSP00000252455"
"ARF5","MRPL34"
"ARF5","PGLS"
"ARF5","ENSP00000252816"
"ARF5","UBE2M"
"ARF5","TMEM160"
"ARF5","ENSP00000253475"
"ARF5","NR1H2"
"ARF5","ARF3"
"ARF5","ENSP00000257899"
"ARF5","KDELR2"
"ARF5","ARL1"
"ARF5","RAB11A"
"ARF5","COPZ1"
"ARF5","COPE"
"ARF5","MAP2K2"
"ARF5","ENSP00000263200"
"ARF5","AP2S1"
"ARF5","ENSP00000263273"
"ARF5","ARCN1"
"ARF5","PSMD3"
"ARF5","RAB10"
"ARF5","ENSP00000265302"
"ARF5","PRDX5"
"ARF5","CLTC"
"ARF5","AKT1"
"ARF5","PSMB6"
"ARF5","ARF1"
"ARF5","HSD17B12"
"ARF5","LAMTOR1"
"ARF5","PPP4C"
"ARF5","ACTR1B"
"ARF5","ATP6V0D1"
"ARF5","AP2M1"
"ARF5","SSR2"
"ARF5","CDK5"
"ARF5","PSMC3"
"ARF5","CRK"
"ARF5","ENSP00000301453"
"ARF5","TWF2"
"ARF5","COPS6"
"ARF5","ZNHIT1"
"ARF5","RFXANK"
"ARF5","GNB2"
"ARF5","C19orf70"
"ARF5","RAB1B"
"ARF5","GNAI2"
"ARF5","ARL6IP4"
"ARF5","SSNA1"
"ARF5","GRINA"
"ARF5","ENSP00000314813"
"ARF5","FAM89B"
"ARF5","ENSP00000315309"
"ARF5","NDUFS8"
"ARF5","TRAPPC5"
"ARF5","SSR4"
"ARF5","PLEKHJ1"
"ARF5","COX8A"
"ARF5","PPP2R1A"
"ARF5","PPP1CA"
"ARF5","ENSP00000327309"
"ARF5","SMDT1"
"ARF5","TSPO"
"ARF5","COPB2"
"ARF5","KDELR1"
"ARF5","ATP6V0C"
"ARF5","DGCR6"
"ARF5","RAB11B"
"ARF5","BSG"
"ARF5","AP1S1"
"ARF5","CLPTM1"
"ARF5","LAMTOR4"
"ARF5","FIBP"
"ARF5","RAB5C"
"ARF5","GPX4"
"ARF5","CRKL"
"ARF5","ENSP00000347251"
"ARF5","ASNA1"
"ARF5","BABAM1"
"ARF5","CLN3"
"ARF5","R3HDM4"
"ARF5","SF3B5"
"ARF5","TAGLN2"
"ARF5","PMF1"
"ARF5","LAMTOR2"
"ARF5","APH1A"
"ARF5","ELOVL1"
"ARF5","C9orf16"
"ARF5","PEF1"
"ARF5","EIF6"
"ARF5","DDOST"
"ARF5","VPS28"
"ARF5","ENSP00000367415"
"ARF5","APRT"
"ARF5","MRPL23"
"ARF5","ENSP00000380364"
"ARF5","ARPC4"
"ARF5","ENSP00000385120"
"ARF5","RNASEK"
"ARF5","RAB1A"
"ARF5","ENSP00000392010"
"ARF5","BCAP31"
"ARF5","BRMS1"
"ARF5","ENSP00000406863"
"ARF5","ENSP00000407950"
"ARF5","SNRPB"
"ARF5","EIF1"
"ARF5","ENSP00000420824"
"VAMP3","CAPNS1"
"VAMP3","CANX"
"VAMP3","AP3B1"
"VAMP3","ARL8B"
"VAMP3","RAB2A"
"VAMP3","ATP6V0D1"
"VAMP3","AP2M1"
"VAMP3","ARFIP1"
"VAMP3","CRK"
"VAMP3","YWHAZ"
"VAMP3","GNAI2"
"VAMP3","TSPO"
"VAMP3","RAB5C"
"VAMP3","ELOVL1"
"VAMP3","SAR1A"
"VAMP3","STX12"
"VAMP3","RAB1A"
"VAMP3","BCAP31"
"VAMP3","M6PR"
"VAMP3","MAPK1"
"VAMP3","PLIN3"
"VAMP3","NPC2"
"VAMP3","SSR1"
"VAMP3","SNAP23"
"VAMP3","GNS"
"VAMP3","TMED2"
"VAMP3","PGD"
"VAMP3","ATP6V1A"
"VAMP3","ATP6V1B2"
"VAMP3","VPS35"
"VAMP3","TPP1"
"VAMP3","ARF4"
"VAMP3","CD164"
"VAMP3","P4HB"
"VAMP3","ENSP00000328729"
"VAMP3","LAMP1"
"VAMP3","TMEM230"
"VAMP3","RAB18"
"VAMP3","DCTD"
"VAMP3","G3BP2"
"VAMP3","ACTR2"
"VAMP3","SNX2"
"VAMP3","GDI2"
"VAMP3","SNX1"
"VAMP3","PSAP"
"VAMP3","MOB1A"
"VAMP3","TMBIM6"
"VAMP3","TMX1"
"VAMP3","LAMP2"
"VAMP3","ENO1"
"VAMP3","CALU"
"VAMP3","RAB5A"
"VAMP3","YIPF5"
"VAMP3","GNAI3"
"VAMP3","CLIC4"
"VAMP3","BZW1"
"VAMP3","TMED7"
"VAMP3","HADHB"
"VAMP3","RHOQ"
"VAMP3","RALB"
"VAMP3","STX4"
"VAMP3","RAC1"
"VAMP3","STXBP3"
"VAMP3","EXOC5"
"VAMP3","RHOA"
"VAMP3","BNIP2"
"VAMP3","SEC23A"
"VAMP3","ENSP00000342095"
"VAMP3","CAPN7"
"VAMP3","CAB39"
"VAMP3","RAB21"
"VAMP3","SPTLC1"
"VAMP3","CHMP2B"
"VAMP3","TOR1AIP1"
"VAMP3","VAMP7"
"VAMP3","MMADHC"
"VAMP3","KIF5B"
"VAMP3","NRAS"
"VAMP3","CYB5R4"
"VAMP3","TMEM30A"
"UQCRC1","MLF2"
"UQCRC1","PSMD8"
"UQCRC1","ATP5D"
"UQCRC1","NDUFB7"
"UQCRC1","CDC34"
"UQCRC1","POLR2E"
"UQCRC1","MIF"
"UQCRC1","STUB1"
"UQCRC1","TBCB"
"UQCRC1","RABAC1"
"UQCRC1","TMEM147"
"UQCRC1","FIS1"
"UQCRC1","ENSP00000225426"
"UQCRC1","PFN1"
"UQCRC1","SLC25A11"
"UQCRC1","LDHB"
"UQCRC1","SNX17"
"UQCRC1","ATP6V0B"
"UQCRC1","STX10"
"UQCRC1","RALY"
"UQCRC1","CAPNS1"
"UQCRC1","AAMP"
"UQCRC1","ATP6V1F"
"UQCRC1","NEDD8"
"UQCRC1","ENSP00000252455"
"UQCRC1","MRPL34"
"UQCRC1","PGLS"
"UQCRC1","ENSP00000252816"
"UQCRC1","UBE2M"
"UQCRC1","TMEM160"
"UQCRC1","NR1H2"
"UQCRC1","ARF3"
"UQCRC1","ENSP00000257899"
"UQCRC1","COPZ1"
"UQCRC1","COPE"
"UQCRC1","MAP2K2"
"UQCRC1","AP2S1"
"UQCRC1","PSMD3"
"UQCRC1","PRDX5"
"UQCRC1","ETFA"
"UQCRC1","AKT1"
"UQCRC1","PSMB6"
"UQCRC1","LAMTOR1"
"UQCRC1","PIGT"
"UQCRC1","PPP4C"
"UQCRC1","ACTR1B"
"UQCRC1","ATP6V0D1"
"UQCRC1","AP2M1"
"UQCRC1","CDK5"
"UQCRC1","PSMC3"
"UQCRC1","ENSP00000301453"
"UQCRC1","TWF2"
"UQCRC1","COPS6"
"UQCRC1","ZNHIT1"
"UQCRC1","RFXANK"
"UQCRC1","GNB2"
"UQCRC1","C19orf70"
"UQCRC1","RAB1B"
"UQCRC1","GNAI2"
"UQCRC1","ARL6IP4"
"UQCRC1","SSNA1"
"UQCRC1","GRINA"
"UQCRC1","ENSP00000314813"
"UQCRC1","FAM89B"
"UQCRC1","NDUFS8"
"UQCRC1","TRAPPC5"
"UQCRC1","SSR4"
"UQCRC1","PLEKHJ1"
"UQCRC1","COX8A"
"UQCRC1","PPP2R1A"
"UQCRC1","PPP1CA"
"UQCRC1","SMDT1"
"UQCRC1","TSPO"
"UQCRC1","KDELR1"
"UQCRC1","ATP6V0C"
"UQCRC1","DGCR6"
"UQCRC1","BSG"
"UQCRC1","CLPTM1"
"UQCRC1","FIBP"
"UQCRC1","GPX4"
"UQCRC1","ENSP00000347251"
"UQCRC1","ASNA1"
"UQCRC1","BABAM1"
"UQCRC1","CLN3"
"UQCRC1","SF3B5"
"UQCRC1","PMF1"
"UQCRC1","LAMTOR2"
"UQCRC1","ELOVL1"
"UQCRC1","PEF1"
"UQCRC1","EIF6"
"UQCRC1","DDOST"
"UQCRC1","VPS28"
"UQCRC1","APRT"
"UQCRC1","MRPL23"
"UQCRC1","ENSP00000380364"
"UQCRC1","ARPC4"
"UQCRC1","RNASEK"
"UQCRC1","BCAP31"
"UQCRC1","LDHA"
"UQCRC1","BRMS1"
"UQCRC1","SNRPB"
"UQCRC1","PSMC4"
"UQCRC1","SNRPD3"
"UQCRC1","AHSA1"
"UQCRC1","C1QBP"
"UQCRC1","COPS7A"
"UQCRC1","DAD1"
"UQCRC1","ACLY"
"UQCRC1","CDK4"
"UQCRC1","CCT7"
"UQCRC1","NDUFB5"
"UQCRC1","ENSP00000261406"
"UQCRC1","ERP29"
"UQCRC1","ATP5B"
"UQCRC1","PRDX1"
"UQCRC1","PGD"
"UQCRC1","PDIA6"
"UQCRC1","TMX2"
"UQCRC1","RPN1"
"UQCRC1","CCT2"
"UQCRC1","RER1"
"UQCRC1","PCBP1"
"UQCRC1","STIP1"
"UQCRC1","GLB1"
"UQCRC1","BANF1"
"UQCRC1","KARS"
"UQCRC1","HSP90AB1"
"UQCRC1","P4HB"
"UQCRC1","ILF2"
"UQCRC1","GHITM"
"UQCRC1","TMBIM6"
"UQCRC1","ALAS1"
"UQCRC1","NME1"
"UQCRC1","TECR"
"UQCRC1","RUVBL2"
"UQCRC1","RNASEH2A"
"UQCRC1","CDC37"
"UQCRC1","ENSP00000225402"
"UQCRC1","ENO2"
"UQCRC1","ENO1"
"UQCRC1","PIN1"
"UQCRC1","TOMM40"
"UQCRC1","TRIM28"
"UQCRC1","HSPBP1"
"UQCRC1","IMP4"
"UQCRC1","DNAJA3"
"UQCRC1","ENSP00000264714"
"UQCRC1","C12orf10"
"UQCRC1","NHP2"
"UQCRC1","SIGMAR1"
"UQCRC1","CCT5"
"UQCRC1","PPIB"
"UQCRC1","PHB"
"UQCRC1","DCXR"
"UQCRC1","ENSP00000304151"
"UQCRC1","FKBP2"
"UQCRC1","ATOX1"
"UQCRC1","RUVBL1"
"UQCRC1","PRMT5"
"UQCRC1","FARSA"
"UQCRC1","CALR"
"UQCRC1","DCTPP1"
"UQCRC1","HSPA5"
"UQCRC1","ATG101"
"UQCRC1","HSPD1"
"UQCRC1","CS"
"UQCRC1","PSMD12"
"UQCRC1","VCP"
"UQCRC1","ENSP00000357244"
"UQCRC1","RPL5"
"UQCRC1","ZNF593"
"UQCRC1","ITPA"
"UQCRC1","TPI1"
"UQCRC1","MRPS34"
"UQCRC1","PHB2"
"UQCRC1","PAICS"
"UQCRC1","PSMD14"
"UQCRC1","DDT"
"UQCRC1","NDUFS1"
"UQCRC1","NDUFS7"
"UQCRC1","NDUFB3"
"UQCRC1","NDUFAF1"
"UQCRC1","NDUFS3"
"UQCRC1","NDUFA12"
"UQCRC1","NDUFS2"
"UQCRC1","UBA1"
"UQCRC1","GNA11"
"UQCRC1","CDIPT"
"UQCRC1","SOD1"
"UQCRC1","DNAJA2"
"UQCRC1","GNB2L1"
"UQCRC1","GAPDH"
"UQCRC1","DLAT"
"UQCRC1","CYCS"
"UQCRC1","FH"
"UQCRC1","PMVK"
"UQCRC1","NDUFAB1"
"UQCRC1","CSNK2B"
"UQCRC1","COX7A1"
"UQCRC1","PCBD1"
"UQCRC1","DLD"
"UQCRC1","PDHX"
"UQCRC1","PDHB"
"UQCRC1","HADHB"
"UQCRC1","ECHS1"
"UQCRC1","PDHA1"
"UQCRC1","GOT2"
"UQCRC1","MRPL3"
"UQCRC1","PSMC2"
"UQCRC1","COPG1"
"UQCRC1","USP5"
"UQCRC1","DNPH1"
"UQCRC1","CTDNEP1"
"UQCRC1","MCRS1"
"UQCRC1","TIMM21"
"UQCRC1","ATIC"
"UQCRC1","MRPL15"
"UQCRC1","LRPPRC"
"UQCRC1","ENSP00000260867"
"UQCRC1","ASNSD1"
"UQCRC1","PIH1D1"
"UQCRC1","CHCHD3"
"UQCRC1","PSMA5"
"UQCRC1","CDC123"
"UQCRC1","PSMD6"
"UQCRC1","MRPL39"
"UQCRC1","PSMD1"
"UQCRC1","MRPL1"
"UQCRC1","ATP5C1"
"UQCRC1","COPS5"
"UQCRC1","TOMM20"
"MLF2","ATP5D"
"MLF2","CDC34"
"MLF2","POLR2E"
"MLF2","STUB1"
"MLF2","TBCB"
"MLF2","RABAC1"
"MLF2","FKBP8"
"MLF2","FIS1"
"MLF2","BCL7B"
"MLF2","YKT6"
"MLF2","PFN1"
"MLF2","SLC25A11"
"MLF2","SNX3"
"MLF2","NRBP1"
"MLF2","SNX17"
"MLF2","ATP6V0B"
"MLF2","STX10"
"MLF2","RALY"
"MLF2","CAPNS1"
"MLF2","AAMP"
"MLF2","ATP6V1F"
"MLF2","ENSP00000252455"
"MLF2","UBE2M"
"MLF2","ENSP00000253475"
"MLF2","NR1H2"
"MLF2","ARF3"
"MLF2","COPZ1"
"MLF2","COPE"
"MLF2","MAP2K2"
"MLF2","AP2S1"
"MLF2","ENSP00000263273"
"MLF2","PSMD3"
"MLF2","ENSP00000265302"
"MLF2","AKT1"
"MLF2","PPP4C"
"MLF2","ATP6V0D1"
"MLF2","AP2M1"
"MLF2","ENSP00000301453"
"MLF2","GNB2"
"MLF2","RAB1B"
"MLF2","GNAI2"
"MLF2","GRINA"
"MLF2","FAM89B"
"MLF2","PPP2R1A"
"MLF2","PPP1CA"
"MLF2","KDELR1"
"MLF2","ATP6V0C"
"MLF2","BSG"
"MLF2","CLPTM1"
"MLF2","RAB5C"
"MLF2","ENSP00000347251"
"MLF2","ASNA1"
"MLF2","CLN3"
"MLF2","R3HDM4"
"MLF2","TAGLN2"
"MLF2","PMF1"
"MLF2","C9orf16"
"MLF2","PEF1"
"MLF2","EIF6"
"MLF2","ARPC4"
"MLF2","RNASEK"
"MLF2","SNRPB"
"MLF2","COPS7A"
"MLF2","ATP5B"
"MLF2","PGD"
"MLF2","PCBP1"
"MLF2","STIP1"
"MLF2","BANF1"
"MLF2","P4HB"
"MLF2","TMBIM6"
"MLF2","TECR"
"MLF2","TRIM28"
"MLF2","HSPBP1"
"MLF2","ENSP00000264714"
"MLF2","SIGMAR1"
"MLF2","CCT5"
"MLF2","RNPS1"
"MLF2","CS"
"MLF2","SH3GLB2"
"MLF2","FKBP1A"
"MLF2","CCT4"
"MLF2","TPI1"
"MLF2","MRPS34"
"MLF2","PHB2"
"MLF2","NOP2"
"MLF2","NDUFS3"
"MLF2","UBA1"
"MLF2","PSMA3"
"MLF2","GAPDH"
"MLF2","PCNA"
"MLF2","COPG1"
"MLF2","AP2A1"
"MLF2","USP5"
"MLF2","DVL3"
"MLF2","CTDNEP1"
"MLF2","MCRS1"
"MLF2","HNRNPH3"
"MLF2","EIF4A1"
"PSMD8","ATP5D"
"PSMD8","NDUFB7"
"PSMD8","POLR2E"
"PSMD8","MIF"
"PSMD8","TOMM22"
"PSMD8","STUB1"
"PSMD8","TBCB"
"PSMD8","RABAC1"
"PSMD8","TMEM147"
"PSMD8","FIS1"
"PSMD8","YKT6"
"PSMD8","ENSP00000225426"
"PSMD8","PFN1"
"PSMD8","SLC25A11"
"PSMD8","NRBP1"
"PSMD8","SNX17"
"PSMD8","ATP6V0B"
"PSMD8","CAPNS1"
"PSMD8","AAMP"
"PSMD8","ATP6V1F"
"PSMD8","NEDD8"
"PSMD8","MRPL34"
"PSMD8","ENSP00000252816"
"PSMD8","UBE2M"
"PSMD8","TMEM160"
"PSMD8","COPZ1"
"PSMD8","COPE"
"PSMD8","AP2S1"
"PSMD8","PSMD3"
"PSMD8","PSMB6"
"PSMD8","LAMTOR1"
"PSMD8","PPP4C"
"PSMD8","ATP6V0D1"
"PSMD8","AP2M1"
"PSMD8","SSR2"
"PSMD8","CDK5"
"PSMD8","PSMC3"
"PSMD8","ENSP00000301453"
"PSMD8","COPS6"
"PSMD8","ZNHIT1"
"PSMD8","RFXANK"
"PSMD8","C19orf70"
"PSMD8","ARL6IP4"
"PSMD8","SSNA1"
"PSMD8","ENSP00000314813"
"PSMD8","ENSP00000315309"
"PSMD8","NDUFS8"
"PSMD8","TRAPPC5"
"PSMD8","SSR4"
"PSMD8","COX8A"
"PSMD8","PPP2R1A"
"PSMD8","PPP1CA"
"PSMD8","ATP6V0C"
"PSMD8","DGCR6"
"PSMD8","LAMTOR4"
"PSMD8","FIBP"
"PSMD8","GPX4"
"PSMD8","ENSP00000347251"
"PSMD8","ASNA1"
"PSMD8","BABAM1"
"PSMD8","SF3B5"
"PSMD8","PMF1"
"PSMD8","LAMTOR2"
"PSMD8","ELOVL1"
"PSMD8","PEF1"
"PSMD8","EIF6"
"PSMD8","DDOST"
"PSMD8","VPS28"
"PSMD8","APRT"
"PSMD8","MRPL23"
"PSMD8","ENSP00000380364"
"PSMD8","ARPC4"
"PSMD8","BCAP31"
"PSMD8","BRMS1"
"PSMD8","SNRPB"
"PSMD8","PSMC4"
"PSMD8","SNRPD3"
"PSMD8","AHSA1"
"PSMD8","C1QBP"
"PSMD8","MRPL51"
"PSMD8","COPS7A"
"PSMD8","GORASP2"
"PSMD8","RPN2"
"PSMD8","DAD1"
"PSMD8","ACLY"
"PSMD8","CDK4"
"PSMD8","CCT7"
"PSMD8","ENSP00000261406"
"PSMD8","ERP29"
"PSMD8","ATP5B"
"PSMD8","TMED2"
"PSMD8","PRDX1"
"PSMD8","PGD"
"PSMD8","PDIA6"
"PSMD8","TMX2"
"PSMD8","RPN1"
"PSMD8","CCT2"
"PSMD8","RER1"
"PSMD8","LMAN2"
"PSMD8","PCBP1"
"PSMD8","STIP1"
"PSMD8","ARF4"
"PSMD8","BANF1"
"PSMD8","KARS"
"PSMD8","HSP90AB1"
"PSMD8","P4HB"
"PSMD8","DCTD"
"PSMD8","ILF2"
"PSMD8","GHITM"
"PSMD8","GDI2"
"PSMD8","NR2C2AP"
"PSMD8","SUMO2"
"PSMD8","NME1"
"PSMD8","RBX1"
"PSMD8","RUVBL2"
"PSMD8","RNASEH2A"
"PSMD8","CDC37"
"PSMD8","RPL18A"
"PSMD8","PPIF"
"PSMD8","HSPE1"
"PSMD8","ENO1"
"PSMD8","EBNA1BP2"
"PSMD8","PIN1"
"PSMD8","TOMM40"
"PSMD8","EIF2S1"
"PSMD8","NMT1"
"PSMD8","IMP4"
"PSMD8","PTGES3"
"PSMD8","ENSP00000264714"
"PSMD8","C12orf10"
"PSMD8","SAE1"
"PSMD8","NHP2"
"PSMD8","SIGMAR1"
"PSMD8","ENSP00000296223"
"PSMD8","ABCE1"
"PSMD8","PPIB"
"PSMD8","PHB"
"PSMD8","PRDX2"
"PSMD8","DCXR"
"PSMD8","PPID"
"PSMD8","ENSP00000304151"
"PSMD8","FKBP2"
"PSMD8","ATOX1"
"PSMD8","RUVBL1"
"PSMD8","PRMT5"
"PSMD8","NUDC"
"PSMD8","FARSA"
"PSMD8","DCTPP1"
"PSMD8","EIF5A"
"PSMD8","ATG101"
"PSMD8","CS"
"PSMD8","PSMD12"
"PSMD8","RANGAP1"
"PSMD8","VCP"
"PSMD8","ENSP00000357244"
"PSMD8","SET"
"PSMD8","ZNF593"
"PSMD8","MRTO4"
"PSMD8","ITPA"
"PSMD8","FKBP1A"
"PSMD8","CCT4"
"PSMD8","TPI1"
"PSMD8","MRPS34"
"PSMD8","PHB2"
"PSMD8","PSMD14"
"PSMD8","UBA52"
"PSMD8","RAN"
"PSMD8","ENSP00000397121"
"PSMD8","DDT"
"PSMD8","NSDHL"
"PSMD8","NDUFS7"
"PSMD8","NDUFS3"
"PSMD8","NDUFA12"
"PSMD8","NDUFS2"
"PSMD8","PSMA3"
"PSMD8","SEC61A1"
"PSMD8","SOD1"
"PSMD8","TXNL1"
"PSMD8","PRPF19"
"PSMD8","GAPDH"
"PSMD8","COPS2"
"PSMD8","PMVK"
"PSMD8","GARS"
"PSMD8","NDUFAB1"
"PSMD8","USP14"
"PSMD8","SUMO3"
"PSMD8","FZR1"
"PSMD8","CSNK2B"
"PSMD8","PDHB"
"PSMD8","ECHS1"
"PSMD8","ENSP00000216520"
"PSMD8","PSMA2"
"PSMD8","YWHAQ"
"PSMD8","DYNLL1"
"PSMD8","MRPL3"
"PSMD8","PSMC2"
"PSMD8","DPY30"
"PSMD8","ARF6"
"PSMD8","TMEM126A"
"PSMD8","PSMC6"
"PSMD8","AP1M1"
"PSMD8","FKBP1B"
"PSMD8","ENSP00000228958"
"PSMD8","EIF2B2"
"PSMD8","SNF8"
"PSMD8","MED8"
"PSMD8","GABARAP"
"PSMD8","MCRS1"
"PSMD8","MAP1LC3A"
"PSMD8","PSMA4"
"PSMD8","MRPS10"
"PSMD8","PSMD10"
"PSMD8","CMC2"
"PSMD8","EIF3E"
"PSMD8","PDCD5"
"PSMD8","ENSP00000225410"
"PSMD8","ATIC"
"PSMD8","MRPL15"
"PSMD8","ENSP00000260867"
"PSMD8","PIH1D1"
"PSMD8","GPN1"
"PSMD8","COPS3"
"PSMD8","PSMA5"
"PSMD8","SNRPG"
"PSMD8","TPRKB"
"PSMD8","C11orf73"
"PSMD8","CDC123"
"PSMD8","TCEB1"
"PSMD8","POLR2J"
"PSMD8","EIF4A1"
"PSMD8","PSMD6"
